"Genus"
"Taxon_1" "[Arcobacter] porcinus"
Deinococcus sp. D7000	2755035	S	45	8	53	0.00001
Deinococcus actinosclerus	1768108	S	220	112	332	0.00009
Deinococcus gobiensis	502394	S	204	13	217	0.00006
Deinococcus ficus	317577	S	201	8	209	0.00006
Deinococcus maricopensis	309887	S	184	8	192	0.00005
Deinococcus peraridilitoris	432329	S	179	4	183	0.00005
Deinococcus irradiatisoli	2202254	S	168	8	176	0.00005
Deinococcus metallilatus	1211322	S	155	17	172	0.00005
Deinococcus swuensis	1182571	S	132	20	152	0.00004
Deinococcus wulumuqiensis	980427	S	118	38	156	0.00004
Deinococcus proteolyticus	55148	S	101	9	110	0.00003
Deinococcus radiodurans	1299	S	98	27	125	0.00003
Deinococcus geothermalis	68909	S	81	18	99	0.00003
Deinococcus deserti	310783	S	69	3	72	0.00002
Deinococcus puniceus	1182568	S	63	2	65	0.00002
Deinococcus soli Cha et al. 2016	1309411	S	58	52	110	0.00003
Thermus thermophilus	274	S	67	82	149	0.00004
Thermus oshimai	56957	S	58	11	69	0.00002
Thermus sp. CCB_US3_UF1	1111069	S	44	5	49	0.00001
Thermus aquaticus	271	S	42	5	47	0.00001
Thermus brockianus	56956	S	31	4	35	0.00001
Thermus scotoductus	37636	S	23	8	31	0.00001
Thermus caldilimi	2483360	S	10	1	11	0.00000
Meiothermus ruber	277	S	97	18	115	0.00003
Meiothermus silvanus	52022	S	83	6	89	0.00002
Meiothermus taiwanensis	172827	S	50	9	59	0.00002
Oceanithermus profundus	187137	S	205	8	213	0.00006
Marinithermus hydrothermalis	186192	S	78	5	83	0.00002
Truepera radiovictrix	332249	S	174	3	177	0.00005
Roseiflexus castenholzii	120962	S	191	7	198	0.00005
Roseiflexus sp. RS-1	357808	S	117	4	121	0.00003
Chloroflexus aggregans	152260	S	96	6	102	0.00003
Chloroflexus aurantiacus	1108	S	73	-73	0	0.00000
Sphaerobacter thermophilus	2057	S	292	1	293	0.00008
Thermomicrobium roseum	500	S	119	0	119	0.00003
Candidatus Promineofilum breve	1806508	S	294	1	295	0.00008
Dehalogenimonas sp. GP	1536648	S	79	0	79	0.00002
Dehalogenimonas formicexedens	1839801	S	66	0	66	0.00002
Dehalogenimonas lykanthroporepellens	552810	S	23	19	42	0.00001
Dehalococcoides sp. UCH007	1522671	S	35	16	51	0.00001
Dehalococcoides mccartyi	61435	S	19	0	19	0.00001
Tepidiforma bonchosmolovskayae	2601677	S	226	2	228	0.00006
Caldilinea aerophila	133453	S	182	3	185	0.00005
Anaerolinea thermophila	167964	S	53	0	53	0.00001
Anaerolinea sp. rifampicinis	2710758	S	27	0	27	0.00001
Pelolinea submarina	913107	S	44	0	44	0.00001
Brevefilum fermentans	1986204	S	39	0	39	0.00001
Ktedonosporobacter rubrisoli	2509675	S	85	0	85	0.00002
Thermobaculum terrenum	166501	S	42	6	48	0.00001
Mycoplasma arginini	2094	S	888	85	973	0.00026
Mycoplasma penetrans	28227	S	260	4	264	0.00007
Mycoplasma sp. NEAQ87857	2683967	S	12	0	12	0.00000
Mycoplasma conjunctivae	45361	S	30	42	72	0.00002
Mycoplasma alkalescens	45363	S	13	5	18	0.00000
Mycoplasma iowae	2116	S	13	0	13	0.00000
Mycoplasma struthionis	538220	S	12	6	18	0.00000
Mycoplasma bovoculi	45362	S	12	2	14	0.00000
Mycoplasma genitalium	2097	S	11	-11	0	0.00000
Mycoplasma hominis	2098	S	11	13	24	0.00001
Mycoplasma suis	57372	S	10	0	10	0.00000
Spiroplasma melliferum	2134	S	110	17	127	0.00003
Spiroplasma culicicola	216935	S	21	1	22	0.00001
Mesoplasma florum	2151	S	12	5	17	0.00000
Acholeplasma axanthum	29552	S	24	9	33	0.00001
Acholeplasma brassicae	61635	S	10	3	13	0.00000
Acholeplasma hippikon	264636	S	10	1	11	0.00000
Fimbriimonas ginsengisoli	1005039	S	331	0	331	0.00009
Chthonomonas calidirosea	454171	S	60	0	60	0.00002
Flavobacterium sp. Sr18	935222	S	1066	185	1251	0.00034
Flavobacterium sp. M31R6	2739062	S	829	162	991	0.00027
Flavobacterium sp. MDT1-60	1979344	S	722	202	924	0.00025
Flavobacterium sp. P2-65	2748320	S	701	99	800	0.00022
Flavobacterium sp. CLA17	2724135	S	661	159	820	0.00022
Flavobacterium sp. 140616W15	2478552	S	658	176	834	0.00022
Flavobacterium sp. I3-2	2748319	S	605	799	1404	0.00038
Flavobacterium sp. BB8	2816357	S	596	183	779	0.00021
Flavobacterium sp. KBS0721	1179672	S	573	292	865	0.00023
Flavobacterium sp. HYN0086	2249356	S	568	258	826	0.00022
Flavobacterium sp. SLB02	2665645	S	531	198	729	0.00020
Flavobacterium sp. xlx-214	2654325	S	527	85	612	0.00016
Flavobacterium sp. LPB0248	2614441	S	320	294	614	0.00017
Flavobacterium sp. CJ74	2294119	S	211	14	225	0.00006
Flavobacterium sp. CS20	2775246	S	154	54	208	0.00006
Flavobacterium sp. KI723T1	408956	S	30	241	271	0.00007
Flavobacterium sangjuense	2518177	S	3455	312	3767	0.00101
Flavobacterium psychrophilum	96345	S	1328	362	1690	0.00045
Flavobacterium indicum	312277	S	1246	151	1397	0.00038
Flavobacterium nackdongense	2547394	S	1211	110	1321	0.00036
Flavobacterium columnare	996	S	1077	324	1401	0.00038
Flavobacterium haoranii	683124	S	984	356	1340	0.00036
Flavobacterium commune	1306519	S	940	151	1091	0.00029
Flavobacterium gilvum	1492737	S	757	124	881	0.00024
Flavobacterium branchiophilum	55197	S	757	62	819	0.00022
Flavobacterium johnsoniae	986	S	726	363	1089	0.00029
Flavobacterium anhuiense	459526	S	658	429	1087	0.00029
Flavobacterium sediminis	2201181	S	549	457	1006	0.00027
Flavobacterium faecale	1355330	S	537	72	609	0.00016
Flavobacterium crocinum	2183896	S	472	222	694	0.00019
Flavobacterium kingsejongi	1678728	S	447	65	512	0.00014
Flavobacterium nitrogenifigens	1617283	S	438	379	817	0.00022
Flavobacterium pallidum	2172098	S	429	46	475	0.00013
Flavobacterium crassostreae	1763534	S	386	106	492	0.00013
Flavobacterium arcticum	1784713	S	256	21	277	0.00007
Flavobacterium alkalisoli	2602769	S	244	18	262	0.00007
Flavobacterium magnum	2162713	S	196	22	218	0.00006
Flavobacterium album	2175091	S	188	12	200	0.00005
Polaribacter sp. BM10	1529069	S	9907	2512	12419	0.00334
Polaribacter sp. SA4-12	1312072	S	165	15	180	0.00005
Polaribacter sp. ALD11	2058137	S	152	24	176	0.00005
Polaribacter sp. L3A8	2686361	S	141	15	156	0.00004
Polaribacter sp. G4M1	2808900	S	140	8	148	0.00004
Polaribacter sp. KT25b	1855336	S	135	10	145	0.00004
Polaribacter sp. Hel1_33_78	1336804	S	125	11	136	0.00004
Polaribacter sp. SA4-10	754397	S	117	8	125	0.00003
Polaribacter sp. L12M9	2738844	S	97	19	116	0.00003
Polaribacter sp. MED152	313598	S	91	7	98	0.00003
Polaribacter sp. SM13	2818493	S	88	5	93	0.00003
Polaribacter sp. KT 15	1896175	S	41	14	55	0.00001
Polaribacter sejongensis	985043	S	166	9	175	0.00005
Polaribacter vadi	1774273	S	140	11	151	0.00004
Polaribacter reichenbachii	996801	S	131	8	139	0.00004
Polaribacter haliotis	1888915	S	112	24	136	0.00004
Winogradskyella sp. PG-2	754409	S	147	11	158	0.00004
Winogradskyella sp. PC-19	754417	S	145	39	184	0.00005
Winogradskyella sp. J14-2	1936080	S	143	11	154	0.00004
Winogradskyella forsetii	2686077	S	213	72	285	0.00008
Winogradskyella helgolandensis	2697010	S	177	29	206	0.00006
Winogradskyella sediminis	1382466	S	142	39	181	0.00005
Winogradskyella schleiferi	2686078	S	107	56	163	0.00004
Capnocytophaga sp. oral taxon 878	1316596	S	75	29	104	0.00003
Capnocytophaga sp. FDAARGOS_737	2545799	S	32	16	48	0.00001
Capnocytophaga sp. oral taxon 902	2748316	S	26	47	73	0.00002
Capnocytophaga sp. H2931	1945657	S	17	75	92	0.00002
Capnocytophaga canimorsus	28188	S	113	47	160	0.00004
Capnocytophaga sputigena	1019	S	103	30	133	0.00004
Capnocytophaga stomatis	1848904	S	97	27	124	0.00003
Capnocytophaga gingivalis	1017	S	65	7	72	0.00002
Capnocytophaga ochracea	1018	S	64	79	143	0.00004
Capnocytophaga haemolytica	45243	S	55	2	57	0.00002
Capnocytophaga cynodegmi	28189	S	53	13	66	0.00002
Capnocytophaga endodontalis	2708117	S	40	15	55	0.00001
Capnocytophaga leadbetteri	327575	S	29	15	44	0.00001
Tenacibaculum sp. SZ-18	754423	S	135	10	145	0.00004
Tenacibaculum sp. DSM 106434	2358479	S	109	52	161	0.00004
Tenacibaculum maritimum	107401	S	163	24	187	0.00005
Tenacibaculum dicentrarchi	669041	S	157	47	204	0.00005
Tenacibaculum todarodis	1850252	S	130	30	160	0.00004
Tenacibaculum jejuense	584609	S	106	6	112	0.00003
Tenacibaculum mesophilum	104268	S	91	49	140	0.00004
Nonlabens sp. MB-3u-79	2058134	S	117	14	131	0.00004
Nonlabens sp. Ci31	2608253	S	104	9	113	0.00003
Nonlabens sp. Hel1_33_55	1336802	S	60	4	64	0.00002
Nonlabens sp. SY33080	2719911	S	37	50	87	0.00002
Nonlabens sp. MIC269	1476901	S	30	73	103	0.00003
Nonlabens ponticola	2496866	S	151	7	158	0.00004
Nonlabens dokdonensis	328515	S	118	11	129	0.00003
Nonlabens spongiae	331648	S	81	25	106	0.00003
Nonlabens marinus	930802	S	67	9	76	0.00002
Nonlabens sediminis	319236	S	15	35	50	0.00001
Myroides odoratus	256	S	240	27	267	0.00007
Myroides fluvii	2572594	S	181	28	209	0.00006
Myroides phaeus	702745	S	176	143	319	0.00009
Myroides odoratimimus	76832	S	53	242	295	0.00008
Myroides profundi	480520	S	53	17	70	0.00002
Myroides sp. ZB35	1458492	S	16	55	71	0.00002
Formosa sp. Hel1_31_208	1798225	S	215	17	232	0.00006
Formosa sp. L2A11	2686363	S	135	28	163	0.00004
Formosa sp. Hel1_33_131	1336794	S	106	7	113	0.00003
Formosa sp. Hel3_A1_48	1336795	S	77	18	95	0.00003
Formosa agariphila	320324	S	155	24	179	0.00005
Formosa sediminum	2594004	S	145	23	168	0.00005
Costertonia aggregata	343403	S	779	106	885	0.00024
Gramella sp. MAR_2010_147	1250205	S	178	16	194	0.00005
Gramella fulva	2126553	S	154	9	163	0.00004
Gramella flava	1486245	S	131	39	170	0.00005
Gramella echinicola	279359	S	105	8	113	0.00003
Gramella salexigens	1913577	S	96	7	103	0.00003
Gramella forsetii	411153	S	87	16	103	0.00003
Maribacter sp. MJ134	2496865	S	126	8	134	0.00004
Maribacter sp. T28	1836467	S	122	12	134	0.00004
Maribacter sp. HTCC2170	313603	S	116	5	121	0.00003
Maribacter sp. 1_2014MBL_MicDiv	1644130	S	17	41	58	0.00002
Maribacter cobaltidurans	1178778	S	128	93	221	0.00006
Maribacter dokdonensis	320912	S	33	77	110	0.00003
Aquimarina sp. AD1	1714848	S	169	10	179	0.00005
Aquimarina sp. BL5	1714860	S	160	9	169	0.00005
Aquimarina sp. AD10	1714849	S	141	5	146	0.00004
Aquimarina sp. TRL1	2736252	S	141	6	147	0.00004
Cellulophaga baltica	76594	S	151	15	166	0.00004
Cellulophaga lytica	979	S	150	36	186	0.00005
Cellulophaga sp. L1A9	2686362	S	144	45	189	0.00005
Cellulophaga algicola	59600	S	130	22	152	0.00004
Lacinutrix sp. WUR7	2653681	S	167	26	193	0.00005
Lacinutrix sp. Bg11-31	2057808	S	143	19	162	0.00004
Lacinutrix sp. 5H-3-7-4	983544	S	100	32	132	0.00004
Lacinutrix venerupis	1486034	S	139	22	161	0.00004
Kordia sp. SMS9	2282170	S	283	13	296	0.00008
Kordia antarctica	1218801	S	264	17	281	0.00008
Aequorivita sp. KX20305	2803865	S	167	18	185	0.00005
Aequorivita sp. H23M31	2494375	S	125	4	129	0.00003
Aequorivita sublithincola	101385	S	202	16	218	0.00006
Muricauda sp. 501str8	2698672	S	163	72	235	0.00006
Muricauda ruestringensis	111501	S	111	5	116	0.00003
Muricauda lutaonensis	516051	S	98	4	102	0.00003
Algibacter sp. L1A34	2686365	S	130	34	164	0.00004
Algibacter sp. L3A6	2686366	S	108	31	139	0.00004
Algibacter alginicilyticus	1736674	S	79	15	94	0.00003
Dokdonia sp. Dokd-P16	2173169	S	55	27	82	0.00002
Dokdonia sp. 4H-3-7-5	983548	S	37	23	60	0.00002
Dokdonia sp. MED134	313590	S	24	42	66	0.00002
Dokdonia sp. PRO95	1239415	S	24	10	34	0.00001
Dokdonia donghaensis	326320	S	33	58	91	0.00002
Tamlana sp. s12	1630406	S	132	44	176	0.00005
Tamlana carrageenivorans	2069432	S	109	33	142	0.00004
Olleya aquimaris	639310	S	165	65	230	0.00006
Olleya sp. Bg11-27	2058135	S	98	112	210	0.00006
Salegentibacter sp. T436	1729720	S	122	104	226	0.00006
Salegentibacter salegens	143223	S	98	18	116	0.00003
Antarcticibacterium arcticum	2585771	S	141	11	152	0.00004
Antarcticibacterium flavum	2058175	S	97	19	116	0.00003
Mariniflexile sp. TRM1-10	2027857	S	209	11	220	0.00006
Psychroflexus torquis	57029	S	130	4	134	0.00004
Psychroflexus sp. ALD_RP9	2777186	S	79	5	84	0.00002
Leeuwenhoekiella sp. ZYFB001	2719912	S	158	26	184	0.00005
Seonamhaeicola sp. S2-3	1936081	S	148	20	168	0.00005
Lutibacter profundi	1622118	S	146	8	154	0.00004
Urechidicola croceus	1850246	S	146	76	222	0.00006
Zobellia galactanivorans	63186	S	146	5	151	0.00004
Changchengzhania lutea	2049305	S	145	11	156	0.00004
Galbibacter sp. BG1	1170699	S	138	20	158	0.00004
Zunongwangia profunda	398743	S	137	112	249	0.00007
Wenyingzhuangia fucanilytica	1790137	S	135	16	151	0.00004
Arenibacter algicola	616991	S	131	10	141	0.00004
Siansivirga zeaxanthinifaciens	762954	S	131	20	151	0.00004
Amniculibacterium sp. G2-70	2767188	S	129	92	221	0.00006
Euzebyella marina	1761453	S	127	69	196	0.00005
Robiginitalea biformata	252307	S	123	11	134	0.00004
Oceanihabitans sp. IOP_32	2529032	S	119	48	167	0.00004
Psychroserpens sp. NJDZ02	2570561	S	109	134	243	0.00007
Sediminicola sp. YIK13	1453352	S	109	6	115	0.00003
Muriicola sp. MMS17-SY002	2507538	S	103	4	107	0.00003
Gilvibacter sp. SZ-19	754429	S	101	10	111	0.00003
Flavivirga eckloniae	1803846	S	97	4	101	0.00003
Altibacter sp. ALE3EI	2562285	S	91	6	97	0.00003
Flagellimonas maritima	1383885	S	89	3	92	0.00002
Croceibacter atlanticus	313588	S	88	12	100	0.00003
Gillisia sp. Hel1_33_143	1336796	S	85	25	110	0.00003
Aureitalea sp. RR4-38	2094025	S	70	3	73	0.00002
Chryseobacterium sp. POL2	2713414	S	145	117	262	0.00007
Chryseobacterium sp. G0201	2487065	S	144	40	184	0.00005
Chryseobacterium sp. 3008163	2478663	S	132	24	156	0.00004
Chryseobacterium sp. SNU WT5	2594269	S	119	53	172	0.00005
Chryseobacterium sp. NEB161	2724619	S	117	158	275	0.00007
Chryseobacterium sp. NBC 122	2547600	S	107	8	115	0.00003
Chryseobacterium sp.	1871047	S	102	55	157	0.00004
Chryseobacterium sp. IHB B 17019	1721091	S	101	13	114	0.00003
Chryseobacterium sp. 6424	2039166	S	99	29	128	0.00003
Chryseobacterium sp. T16E-39	2015076	S	96	9	105	0.00003
Chryseobacterium sp. StRB126	878220	S	95	24	119	0.00003
Chryseobacterium sp. cx-624	2758037	S	93	15	108	0.00003
Chryseobacterium sp. JV274	1932669	S	91	24	115	0.00003
Chryseobacterium sp. G0186	2487064	S	76	68	144	0.00004
Chryseobacterium sp. G0162	2487063	S	56	76	132	0.00004
Chryseobacterium indologenes	253	S	226	153	379	0.00010
Chryseobacterium indoltheticum	254	S	171	39	210	0.00006
Chryseobacterium aureum	2497456	S	154	31	185	0.00005
Chryseobacterium glaciei	1685010	S	134	29	163	0.00004
Chryseobacterium bernardetii	1241978	S	131	405	536	0.00014
Chryseobacterium shandongense	1493872	S	118	126	244	0.00007
Chryseobacterium gleum	250	S	116	256	372	0.00010
Chryseobacterium carnipullorum	1124835	S	107	61	168	0.00005
Chryseobacterium camelliae	1265445	S	102	137	239	0.00006
Chryseobacterium cucumeris	1813611	S	94	23	117	0.00003
Chryseobacterium arthrosphaerae	651561	S	86	110	196	0.00005
Chryseobacterium balustinum	246	S	82	31	113	0.00003
Chryseobacterium gallinarum	1324352	S	80	44	124	0.00003
Chryseobacterium piperi	558152	S	77	7	84	0.00002
Chryseobacterium joostei	112234	S	63	33	96	0.00003
Chryseobacterium manosquense	2754694	S	59	183	242	0.00007
Chryseobacterium nakagawai	1241982	S	58	151	209	0.00006
Kaistella jeonii	266749	S	118	7	125	0.00003
Kaistella antarctica	266748	S	111	9	120	0.00003
Kaistella daneshvariae	2487074	S	100	6	106	0.00003
Kaistella carnis	1241979	S	91	25	116	0.00003
Kaistella flava (ex Peng et al. 2021)	2038776	S	86	11	97	0.00003
Chryseobacterium haifense	421525	S	54	110	164	0.00004
Epilithonimonas vandammei	2487072	S	258	566	824	0.00022
Chryseobacterium lactis	1241981	S	92	218	310	0.00008
Chryseobacterium taklimakanense	536441	S	202	190	392	0.00011
Apibacter sp. B3706	2656760	S	56	670	726	0.00020
Apibacter sp. B2966	2656761	S	13	153	166	0.00004
Apibacter raozihei	2500547	S	44	1	45	0.00001
Elizabethkingia meningoseptica	238	S	125	8	133	0.00004
Elizabethkingia sp. JS20170427COW	2583851	S	94	11	105	0.00003
Elizabethkingia sp. 2-6	2575699	S	10	43	53	0.00001
Elizabethkingia anophelis	1117645	S	104	214	318	0.00009
Elizabethkingia miricola	172045	S	71	83	154	0.00004
Elizabethkingia ursingii	1756150	S	50	14	64	0.00002
Elizabethkingia bruuniana	1756149	S	12	68	80	0.00002
Empedobacter brevis	247	S	195	96	291	0.00008
Empedobacter falsenii	343874	S	99	80	179	0.00005
Empedobacter stercoris	1628248	S	91	41	132	0.00004
Cloacibacterium normanense	237258	S	128	34	162	0.00004
Riemerella anatipestifer	34085	S	127	55	182	0.00005
Ornithobacterium rhinotracheale	28251	S	91	74	165	0.00004
Weeksella virosa	1014	S	89	80	169	0.00005
Cruoricaptor ignavus	1118202	S	55	14	69	0.00002
Bergeyella cardium	1585976	S	24	3	27	0.00001
Fluviicola taffensis	191579	S	461	39	500	0.00013
Blattabacterium cuenoti	1653831	S	315	46	361	0.00010
Blattabacterium sp. (Cryptocercus kyebangensis)	298656	S	10	1	11	0.00000
Blattabacterium punctulatus	164514	S	12	5	17	0.00000
Owenweeksia hongkongensis	253245	S	155	2	157	0.00004
Croceimicrobium hydrocarbonivorans	2761580	S	148	46	194	0.00005
Candidatus Sulcia muelleri	336810	S	39	6	45	0.00001
Candidatus Walczuchella monophlebidarum	1415657	S	12	0	12	0.00000
Ichthyobacterium seriolicida	242600	S	38	0	38	0.00001
Lacibacter sp. S13-6-6	2760713	S	12471	455	12926	0.00348
Chitinophaga sp. XS-30	2604421	S	491	33	524	0.00014
Chitinophaga sp. MD30	2033437	S	482	32	514	0.00014
Chitinophaga sp. 1310	2725416	S	37	338	375	0.00010
Chitinophaga sp. 1303	2725414	S	24	232	256	0.00007
Chitinophaga pinensis	79329	S	957	160	1117	0.00030
Chitinophaga agri	2703787	S	460	152	612	0.00016
Chitinophaga caeni	2029983	S	422	82	504	0.00014
Chitinophaga alhagiae	2203219	S	267	3	270	0.00007
Niabella soli	446683	S	1008	123	1131	0.00030
Niabella ginsenosidivorans	1176587	S	916	89	1005	0.00027
Panacibacter ginsenosidivorans	1813871	S	1900	68	1968	0.00053
Flavisolibacter tropicus	1492898	S	1014	164	1178	0.00032
Flavisolibacter ginsenosidimutans	661481	S	855	49	904	0.00024
Arachidicoccus sp. BS20	1850526	S	499	311	810	0.00022
Arachidicoccus sp. B3-10	2545455	S	354	15	369	0.00010
Arachidicoccus soli	2341117	S	467	58	525	0.00014
Arachidicoccus ginsenosidivorans	496057	S	390	53	443	0.00012
Niastella koreensis	354356	S	1758	206	1964	0.00053
Flavihumibacter sp. SB-02	2676868	S	1744	214	1958	0.00053
Paraflavitalea soli	2315862	S	1597	142	1739	0.00047
Filimonas lacunae	477680	S	1225	167	1392	0.00037
Pseudocnuella soli	2502779	S	1130	141	1271	0.00034
Pseudobacter ginsenosidimutans	661488	S	1111	106	1217	0.00033
Spirosoma sp. CJU-R4	2728024	S	192	9	201	0.00005
Spirosoma sp. PL0136	2710596	S	184	13	197	0.00005
Spirosoma sp. KCTC 42546	2520506	S	165	11	176	0.00005
Spirosoma sp. KUDC1026	2745947	S	120	7	127	0.00003
Spirosoma aerolatum	1211326	S	227	8	235	0.00006
Spirosoma taeanense	2735870	S	174	13	187	0.00005
Spirosoma montaniterrae	1178516	S	173	6	179	0.00005
Spirosoma rigui	564064	S	171	11	182	0.00005
Spirosoma endbachense	2666025	S	163	64	227	0.00006
Spirosoma pollinicola	2057025	S	159	12	171	0.00005
Spirosoma aureum	2692134	S	157	76	233	0.00006
Spirosoma radiotolerans	1379870	S	135	7	142	0.00004
Runella sp. SP2	2268026	S	409	23	432	0.00012
Runella sp. HYN0085	2259595	S	332	29	361	0.00010
Runella slithyformis	106	S	264	17	281	0.00008
Dyadobacter sp. Q3-56	2747268	S	211	25	236	0.00006
Dyadobacter fermentans	94254	S	210	23	233	0.00006
Leadbetterella byssophila	316068	S	412	339	751	0.00020
Fibrella aestuarina	651143	S	182	12	194	0.00005
Fibrella sp. ES10-3-2-2	1834519	S	176	15	191	0.00005
Rhodocytophaga rosea	2704465	S	297	7	304	0.00008
Aquirufa nivalisilvae	2516557	S	296	40	336	0.00009
Arcticibacterium luteifluviistationis	1784714	S	293	28	321	0.00009
Cytophaga hutchinsonii	985	S	218	16	234	0.00006
Hymenobacter sp. PAMC 26628	1484118	S	328	26	354	0.00010
Hymenobacter sp. APR13	1356852	S	197	66	263	0.00007
Hymenobacter sp. PAMC 26554	1484116	S	180	9	189	0.00005
Hymenobacter sp. DG01	2584940	S	176	47	223	0.00006
Hymenobacter sp. BRD128	2675878	S	147	9	156	0.00004
Hymenobacter sp. HDW8	2714932	S	128	243	371	0.00010
Hymenobacter sp. NBH84	2596915	S	123	11	134	0.00004
Hymenobacter sp. DG25A	1385663	S	108	19	127	0.00003
Hymenobacter sp. TS19	2735321	S	89	7	96	0.00003
Hymenobacter sp. BRD67	2675877	S	86	31	117	0.00003
Hymenobacter sp. DG25B	1385664	S	85	14	99	0.00003
Hymenobacter sp. S2-20-2	2761579	S	79	7	86	0.00002
Hymenobacter busanensis	2607656	S	200	9	209	0.00006
Hymenobacter swuensis	1446467	S	190	18	208	0.00006
Hymenobacter sedentarius	1411621	S	181	10	191	0.00005
Hymenobacter oligotrophus	2319843	S	157	9	166	0.00004
Hymenobacter jejuensis	2502781	S	145	7	152	0.00004
Hymenobacter russus	2724192	S	116	8	124	0.00003
Hymenobacter nivis	1850093	S	113	10	123	0.00003
Hymenobacter qilianensis	1385715	S	88	8	96	0.00003
Hymenobacter baengnokdamensis	2615203	S	74	32	106	0.00003
Hymenobacter radiodurans	2496028	S	49	101	150	0.00004
Pontibacter russatus	2694929	S	189	16	205	0.00006
Pontibacter pudoricolor	2694930	S	179	18	197	0.00005
Pontibacter actiniarum	323450	S	159	32	191	0.00005
Pontibacter sp. SGAir0037	2571030	S	155	25	180	0.00005
Pontibacter korlensis	400092	S	138	13	151	0.00004
Pontibacter akesuensis	388950	S	136	14	150	0.00004
Rufibacter tibetensis	512763	S	142	27	169	0.00005
Rufibacter radiotolerans	1379910	S	138	16	154	0.00004
Rufibacter sp. DG15C	1379909	S	87	37	124	0.00003
Adhaeribacter swui	2086471	S	180	15	195	0.00005
Adhaeribacter radiodurans	2745197	S	174	14	188	0.00005
Nibribacter ruber	2698458	S	112	45	157	0.00004
Echinicola sp. 20G	2781961	S	117	9	126	0.00003
Echinicola sp. LN3S3	2591634	S	115	8	123	0.00003
Echinicola vietnamensis	390884	S	115	82	197	0.00005
Echinicola rosea	1807691	S	82	44	126	0.00003
Echinicola strongylocentroti	1795355	S	72	13	85	0.00002
Algoriphagus sp. Y33	2772483	S	170	13	183	0.00005
Algoriphagus sanaruensis	1727163	S	149	12	161	0.00004
Algoriphagus machipongonensis	388413	S	132	5	137	0.00004
Cyclobacterium amurskyense	320787	S	96	12	108	0.00003
Cyclobacterium marinum	104	S	95	37	132	0.00004
Aquiflexum balticum	280473	S	155	14	169	0.00005
Belliella baltica	232259	S	136	52	188	0.00005
Chryseolinea soli	2321403	S	314	7	321	0.00009
Fulvivirga sp. S481	2810512	S	158	13	171	0.00005
Flammeovirga sp. MY04	1191459	S	362	32	394	0.00011
Flammeovirga pectinis	2494373	S	101	12	113	0.00003
Marivirga tractuosa	1006	S	148	80	228	0.00006
Bernardetia litoralis	999	S	138	10	148	0.00004
Roseivirga pacifica	1267423	S	71	3	74	0.00002
Cardinium endosymbiont of Sogatella furcifera	650378	S	14	1	15	0.00000
Candidatus Cardinium hertigii	247481	S	12	0	12	0.00000
Candidatus Amoebophilus asiaticus	281120	S	32	0	32	0.00001
Pedobacter sp. SW-16	2766984	S	612	139	751	0.00020
Pedobacter sp. HDW13	2714940	S	460	67	527	0.00014
Pedobacter sp. KBS0701	2578106	S	366	97	463	0.00012
Pedobacter sp. JBR3-12	2789740	S	357	29	386	0.00010
Pedobacter sp. G11	2482728	S	356	51	407	0.00011
Pedobacter sp. eg	2201271	S	296	22	318	0.00009
Pedobacter sp. CJ43	2605747	S	263	14	277	0.00007
Pedobacter sp. PACM 27299	1727164	S	231	27	258	0.00007
Pedobacter roseus	336820	S	435	118	553	0.00015
Pedobacter suwonensis	332999	S	384	81	465	0.00013
Pedobacter heparinus	984	S	305	20	325	0.00009
Pedobacter steynii	430522	S	303	24	327	0.00009
Pedobacter ginsengisoli	363852	S	273	30	303	0.00008
Pedobacter cryoconitis	188932	S	202	13	215	0.00006
Mucilaginibacter sp. 14171R-50	2703789	S	278	7	285	0.00008
Mucilaginibacter sp. F39-2	2728022	S	198	6	204	0.00005
Mucilaginibacter celer	2305508	S	329	7	336	0.00009
Mucilaginibacter ginsenosidivorax	862126	S	328	6	334	0.00009
Mucilaginibacter rubeus	2027860	S	306	722	1028	0.00028
Mucilaginibacter gotjawali	1550579	S	305	4	309	0.00008
Mucilaginibacter mallensis	652787	S	293	5	298	0.00008
Mucilaginibacter paludis	423351	S	274	7	281	0.00008
Mucilaginibacter mali	2740462	S	272	5	277	0.00007
Mucilaginibacter ginsenosidivorans	398053	S	253	4	257	0.00007
Mucilaginibacter xinganensis	1234841	S	251	6	257	0.00007
Mucilaginibacter ginkgonis	2682091	S	225	5	230	0.00006
Mucilaginibacter gossypii	551996	S	115	74	189	0.00005
Sphingobacterium sp. DR205	2713573	S	161	10	171	0.00005
Sphingobacterium sp. UDSM-2020	2795738	S	159	75	234	0.00006
Sphingobacterium sp. CZ-2	2557994	S	140	50	190	0.00005
Sphingobacterium sp. ML3W	1538644	S	101	39	140	0.00004
Sphingobacterium sp. dk4302	2662364	S	93	7	100	0.00003
Sphingobacterium sp. 21	743722	S	25	269	294	0.00008
Sphingobacterium sp. B29	1933220	S	25	52	77	0.00002
Sphingobacterium sp. G1-14	2003121	S	13	62	75	0.00002
Sphingobacterium spiritivorum	258	S	312	405	717	0.00019
Sphingobacterium multivorum	28454	S	160	434	594	0.00016
Sphingobacterium thalpophilum	259	S	133	306	439	0.00012
Sphingobacterium daejeonense	371142	S	123	43	166	0.00004
Sphingobacterium lactis	797291	S	104	170	274	0.00007
Sphingobacterium psychroaquaticum	561061	S	100	21	121	0.00003
Sphingobacterium mizutaii	1010	S	92	15	107	0.00003
